userid,contentid,rating
665292,RAvc3Xbkm3I,2.0
665292,0R-pSOZRwgM,2.0
665292,L5Tn-zL0xa8,2.0
665333,jWF61mWb16Q,2.0
665340,h07STlpsRvU,2.0
665358,R4Yk8Zrolr0,2.0
665358,2x3nDx3VMhk,2.0
665358,Zc_t9tOQJkY,2.0
665358,8gcwhbqViwI,2.0
665365,0_IQ0y3OqT8,2.0
665365,jWF61mWb16Q,2.0
665365,B-yFZCh3dtY,2.0
665417,sIFTRg277eU,2.0
665417,Ic10b7YFppk,2.0
665417,vezEfLiUkdM,2.0
665355,i0sInQb6MP4,2.0
665508,K8f9tOY4PRU,2.0
665508,9DrESH-ooVQ,2.0
665514,M56Oy3wROXk,2.0
665514,fW1tnxmLfPQ,2.0
665514,8ZAfEIoFbjs,2.0
665514,VdTSv6u6iP0,2.0
665559,HtHrTVhV8eY,2.0
665559,U-TbufDlssk,2.0
665559,xbuJ8XS-qz0,2.0
665564,axe1OhJ2X7I,2.0
665565,2JU15dRn98M,2.0
665565,ZYcRimfOByw,2.0
665565,ScnCf6ijEoU,2.0
665565,vTOR50u8vOY,2.0
665565,Qgw1aAHUthE,2.0
665565,xdwntImM10A,2.0
665584,gbiPzgJXpR8,2.0
665593,T6LZzZ4kgzA,2.0
665593,axe1OhJ2X7I,2.0
665593,NKd7Tqtr5zk,2.0
665614,dHd3jwnqyb4,2.0
665614,HPzciDdxYo8,2.0
665614,k-kPuB6HNK0,2.0
665614,TdAsAz7xNKw,2.0
665591,rlQ3yc6t92c,2.0
665629,1Sh6WEnC4Nc,2.0
665659,JzLF6j3jR_0,2.0
665659,U8JirIErGu4,2.0
665755,kYxHgMYvBSI,2.0
665660,uYWwJBm825k,2.0
665910,4EBALvRkg4s,2.0
665910,RCJsbsRWYlI,2.0
665939,XMTGnSi1xE4,2.0
665939,SjUasf2gjzA,2.0
665928,hyIeuMu1pzo,2.0
665969,-FzIkI7nB_c,2.0
665981,BXzzReicwsc,2.0
665981,ymvN-22fozI,2.0
665978,xwJ-xv78i3o,2.0
666030,MojJfm9G7ak,2.0
666079,2UBwXNTFDE8,2.0
666079,RAvc3Xbkm3I,2.0
666117,kCyWKrxekUo,2.0
666117,3z0TtX0Rv7o,2.0
666117,t7ZBWy2YONM,2.0
666117,J0GmtoAeP98,2.0
666117,ZFIcEX8XBDU,2.0
666149,JzLF6j3jR_0,2.0
666149,D7DfIkMk69o,2.0
666186,R-OZ-9WfHDE,2.0
666186,xM2Y0kS7ymY,2.0
666310,LUG5ecH32Hc,2.0
666162,AuBfT3rG4hI,2.0
666321,VGIydylesYA,2.0
666321,gU2GFKCiOJ8,2.0
666321,b7qBH173kkI,2.0
666353,5oXc2ZQBxJs,2.0
666372,dZJ-SCzqZfE,2.0
666377,k-kPuB6HNK0,2.0
666387,g-yTrD4fzsw,2.0
666397,ZFIcEX8XBDU,2.0
666398,MrQFHF4oXjE,2.0
666432,6xtBVPm21GE,2.0
666446,RA4L6xbARSI,2.0
666446,P9Mzjqa3fbs,2.0
666446,2JU15dRn98M,2.0
666455,3xKPz1GPGUQ,2.0
666455,ii5723HPuoM,2.0
666455,f4tR7HoJg7g,2.0
666455,TsDot50LcVg,2.0
666447,foMg3e4u_r0,2.0
666447,tXa15fvPzU4,2.0
666469,et4tPMMvhJY,2.0
666469,5H8wRDpOQzk,2.0
666502,N0RV_R8UJkc,2.0
666502,U0QvoTdqKcU,2.0
666502,4wf3dodv6kE,2.0
666502,RCMvkZfeQa4,2.0
666470,f4tR7HoJg7g,2.0
666482,F07oek8XETY,2.0
666523,TdY282SkTXs,2.0
666536,xTkX7V9M5-4,2.0
666536,QnyPFRiYSI8,2.0
666552,65o3BkuKuME,2.0
666556,3z0TtX0Rv7o,2.0
666556,KQrO82i1yL8,2.0
666556,U7qUfBowVPE,2.0
666556,pgVUgRFMliw,2.0
666571,pgVUgRFMliw,2.0
666559,-0I9tM4Y_QQ,2.0
666644,CK7npq74Fgc,2.0
666653,28p7_dUOx8g,2.0
666653,Nwn9QYAhwWI,2.0
666690,Tx31ApJSq7Y,2.0
666690,wR8abNtiKp4,2.0
666690,CpjfvQclpMw,2.0
666788,axe1OhJ2X7I,2.0
666788,ZFIcEX8XBDU,2.0
666788,PFtBsJNPriY,2.0
666784,lryd4lPv6m4,2.0
666845,gCg9XkrWHUQ,2.0
666845,qgYsqnM1fvc,2.0
666845,afeSBjY7nIM,2.0
666845,Do7KFvZixAM,2.0
666846,Ks_lh8PdcQ4,2.0
666846,uce32VgKjc0,2.0
666859,4oikZwmyldY,2.0
666872,6U8vLLOiEnY,2.0
666872,MFhb3R3EoEA,2.0
666877,-0I9tM4Y_QQ,2.0
666877,WrOCPvnEYAM,2.0
666877,lD2GBTjp0Ds,2.0
666877,MgRD0UTlSFE,2.0
666877,VYrcDSmCJJo,2.0
666905,HtHrTVhV8eY,2.0
666905,2JU15dRn98M,2.0
666905,1Su0BRikALE,2.0
666860,4oikZwmyldY,2.0
666915,qFgZJC9wFMg,2.0
666915,RAvc3Xbkm3I,2.0
666927,b7qBH173kkI,2.0
666927,cXNyYwFlIuA,2.0
666976,D5rB25LvFjw,2.0
666995,65o3BkuKuME,2.0
666995,foMg3e4u_r0,2.0
667016,xwJ-xv78i3o,2.0
667017,eaTXzK2MalY,2.0
667017,F07oek8XETY,2.0
667080,y657oAmaiIQ,2.0
667080,MpSlrJFD8XM,2.0
667083,OZwzwk0VazE,2.0
667098,E-JqlJcHzqk,2.0
667214,rodPOaZRVKs,2.0
667214,fAjbvuvKntg,2.0
667214,EO68Y1EpR0E,2.0
667146,HtHrTVhV8eY,2.0
667220,3xKPz1GPGUQ,2.0
667220,VdTSv6u6iP0,2.0
667243,_8hVpBr4m7w,2.0
667295,JzLF6j3jR_0,2.0
667318,PFtBsJNPriY,2.0
667318,afeSBjY7nIM,2.0
667582,U8JirIErGu4,2.0
667882,DNWCXLWSUNc,2.0
667999,JZyb6XDwNNc,2.0
670460,fAiEFpZpbKw,2.0
670460,0C-WgTG8gZ8,2.0
670460,MrQFHF4oXjE,2.0
671413,cfGg5PQUzb8,2.0
671413,7UGEw0CmgfA,2.0
671413,wK6UE5wozSY,2.0
671413,Pyuigp__khI,2.0
671413,1T1pVZvzjG8,2.0
671413,ygB65ZCiyx4,2.0
670780,kUmASBE1ZnI,2.0
672019,is3gtQy_ksY,2.0
673557,BPLnRS8jpsU,2.0
673557,5zGZbPPYbiw,2.0
673557,ScnCf6ijEoU,2.0
673557,mFvtUhn08rw,2.0
673557,OOhVrJyVT9g,2.0
673557,iaZtR4HVmFQ,2.0
673557,4a5cic6ERLc,2.0
673557,PBt8tPs0HQk,2.0
673557,jqhZ_TNCGLg,2.0
673557,6GJYd_RUfT0,2.0
673557,eABVXsqFr-I,2.0
673557,Nw8fGqegmaE,2.0
673557,oU4CLF6085A,2.0
673557,kZQ4-YO71oM,2.0
673257,TrHzV85pJK0,2.0
673257,n4oSSv5vFVw,2.0
673257,8En5eMXm9ls,2.0
673424,bnrod7bmsTg,2.0
675198,s2a6mAlvJq4,2.0
675198,ZFIcEX8XBDU,2.0
675198,Ic10b7YFppk,2.0
675788,OFFe3JEHVDs,2.0
675788,XMTGnSi1xE4,2.0
676515,YTAt0aBnskM,2.0
676515,c6yYNtwtoaY,2.0
676515,xKahYVnaqpc,2.0
677004,hGsPR-FoDmM,2.0
677004,L5Tn-zL0xa8,2.0
677004,pIPt0MwijDM,2.0
670853,TM9tQ_WQrMA,2.0
677558,7WKAuWp_wLk,2.0
679787,kgDip8Fmfy8,2.0
679787,4sOdYMjDM8I,2.0
679512,D3sgu-18kFY,2.0
679512,nVdCEykua4w,2.0
680892,VySqcXbtG0s,2.0
680892,Xc5Td699u0k,2.0
685609,lD2GBTjp0Ds,2.0
686896,1Su0BRikALE,2.0
691595,gMQHLTyqQm0,2.0
693232,vaTxGwvQCWo,2.0
694352,HBwES-yMUQ8,2.0
694352,D3sgu-18kFY,2.0
706636,A-kmWmuKnRE,2.0
707265,TUKxNYC3vaQ,2.0
707920,P9Mzjqa3fbs,2.0
708372,I0iguJ4zXmw,2.0
710355,vWP6AlBx1QI,2.0
711471,bnrod7bmsTg,2.0
711471,OjSulyIyqSo,2.0
711471,XMTGnSi1xE4,2.0
712029,2Ezd1QMWw7w,2.0
712029,9ACZXNzKhXU,2.0
712029,z3Z0gYt6YXo,2.0
715494,esy0kP6iDHY,2.0
715494,urvSYcr8abs,2.0
715494,bbLAcrgf-Iw,2.0
717567,qFgZJC9wFMg,2.0
718892,bVJDtrzBPmE,2.0
719758,VHMeX-oMai4,2.0
719758,XMTGnSi1xE4,2.0
719758,YuxBxhxQpXE,2.0
719758,MHDQgu9Iebw,2.0
719758,-0I9tM4Y_QQ,2.0
719758,jsChlX4fjVM,2.0
719758,VlD8j4WPB-s,2.0
719758,YMie0Hu9EOU,2.0
719758,xwJ-xv78i3o,2.0
719758,xze-EkWViJs,2.0
719758,Y7VY1w5p8T0,2.0
719758,Ks_lh8PdcQ4,2.0
719758,msBA33SWQuA,2.0
719758,xEIkS_IVOU4,2.0
721192,W3tEdBI-XUg,2.0
722838,gbiPzgJXpR8,2.0
722838,1Sh6WEnC4Nc,2.0
722838,P9gAlN2gx7Y,2.0
722838,WZYT9dCH4ag,2.0
722838,N0RV_R8UJkc,2.0
724788,gjSPnJJAu2A,2.0
724788,a15XYn15AoY,2.0
724788,pIKP-KTOhZ8,2.0
724788,I1qHL1QMQD4,2.0
719986,MrQFHF4oXjE,2.0
719986,0F8xgSB6Twg,2.0
719986,ygB65ZCiyx4,2.0
721016,i0sInQb6MP4,2.0
721016,6xtBVPm21GE,2.0
729764,wkaVkZQ64rQ,2.0
729764,EDXcJdLoMMo,2.0
729764,_rt7ClmGRqI,2.0
731936,ZYcRimfOByw,2.0
731936,nVdCEykua4w,2.0
733229,nXgxxzvwE3Y,2.0
735871,0UvWolX5z4Q,2.0
735871,hGsPR-FoDmM,2.0
735871,5T0auwPr908,2.0
732777,ohh1IBzQKIc,2.0
736501,ZGKXY5wRdFY,2.0
745840,SH5tMc4-9s0,2.0
745840,JG9wjL9Mef4,2.0
745840,De1c-sQlBbc,2.0
745840,T7pCCLoN4fw,2.0
745840,AX9a-3LOHFY,2.0
745840,fAiEFpZpbKw,2.0
749451,n9aIcwR2fxk,2.0
749451,ZoQG51WRNJU,2.0
749451,GlVr_YZjJoM,2.0
749451,ohuMx94gOo0,2.0
745452,j7sC5RTTRSQ,2.0
745452,66jJYXN6Dmg,2.0
751956,iFMGVcUzayg,2.0
751956,x6COmbLZrZo,2.0
751956,ZFIcEX8XBDU,2.0
752501,JtNqacipfJw,2.0
756233,y657oAmaiIQ,2.0
756233,5URyxcWfMgQ,2.0
756233,4Uc-Bddj9ZE,2.0
756233,-4hDLhcr88M,2.0
756233,ZGKXY5wRdFY,2.0
756961,vZw49L5W0tw,2.0
756961,wYP13bDPTdM,2.0
756961,-2Q3Sf4o1js,2.0
756961,vZPqBNACIak,2.0
755516,vWP6AlBx1QI,2.0
758881,x1eZl1xoNng,2.0
759004,DSMe4TYijD8,2.0
759538,SjUasf2gjzA,2.0
761968,Ic10b7YFppk,2.0
766490,0fdacVJdE4s,2.0
766490,1b9Ulu2-Iug,2.0
766490,is3gtQy_ksY,2.0
768725,AzMimnWC4rA,2.0
769194,OjSulyIyqSo,2.0
775962,0MDSpa4PxsU,2.0
775962,XK7CHCRCCqo,2.0
775962,gX7PmVO6_ck,2.0
775962,ua4N99tLjvg,2.0
775962,u6OvV0XYiOA,2.0
777172,j0jD_QnOoI0,2.0
779623,P9Mzjqa3fbs,2.0
780603,T7pCCLoN4fw,2.0
780603,AZD4ZqYVVpk,2.0
780603,noe_AbK5S18,2.0
780603,nVpsQFCzRJo,2.0
780603,QPr_v3S4kBU,2.0
780429,_oeGUqX6MdI,2.0
780429,-0I9tM4Y_QQ,2.0
780427,Slpwqjhs8MM,2.0
782536,nEOG0yDFQgU,2.0
783219,Bqq3LGOMyLw,2.0
783219,dtljlfunqHI,2.0
783219,HtHrTVhV8eY,2.0
783219,9j_Dfm0RlM4,2.0
783219,is3gtQy_ksY,2.0
783219,QINX_feHnPw,2.0
783122,VdTSv6u6iP0,2.0
786141,gGkcO98Xssc,2.0
787731,7AdiVHvfJGg,2.0
788804,GCzKCBmYZ00,2.0
788804,gVU1S_j3_Tk,2.0
792513,WrOCPvnEYAM,2.0
794084,U7qUfBowVPE,2.0
794084,iPjsiPmkZ6M,2.0
794084,VF_cMmf7oQ4,2.0
794107,gbiPzgJXpR8,2.0
794107,rlQ3yc6t92c,2.0
794620,NpK5U96TguU,2.0
794645,V7kRU5XJbVY,2.0
797023,CgdORO2x-ww,2.0
797023,KdoiVHTAvbo,2.0
800545,ZdOGHU-0tIs,2.0
800545,gjSPnJJAu2A,2.0
800649,DBSK3zftNVk,2.0
802665,m5SxXAAgIT8,2.0
802665,gA3qwnJw9fE,2.0
802746,t7rXRFJecJ4,2.0
802746,lD2GBTjp0Ds,2.0
802746,cIR9r4-QeGE,2.0
805507,GVqPAtwxiIo,2.0
805507,5oXc2ZQBxJs,2.0
804021,KdoiVHTAvbo,2.0
804021,afeSBjY7nIM,2.0
804021,Jl3ylX6lp2g,2.0
811243,DzJEfnv2Zig,2.0
811243,i15REj9EDy8,2.0
813828,VdTSv6u6iP0,2.0
813828,foMg3e4u_r0,2.0
815992,AuBfT3rG4hI,2.0
817222,9BAozP1r5mI,2.0
817913,SH5tMc4-9s0,2.0
817913,v5WKaHgxTtg,2.0
818531,OINjcyHdxaI,2.0
818531,s2a6mAlvJq4,2.0
818531,K-LN4YZQfQk,2.0
818531,xbuJ8XS-qz0,2.0
822383,uLqV18hc1iU,2.0
823098,TUKxNYC3vaQ,2.0
823504,rlQ3yc6t92c,2.0
825743,axe1OhJ2X7I,2.0
826092,ZYcRimfOByw,2.0
826092,k-kPuB6HNK0,2.0
826092,AZD4ZqYVVpk,2.0
826137,IGKShWi0Nj8,2.0
826137,hIcYtr9Zomg,2.0
826140,Ks_lh8PdcQ4,2.0
826191,WEKFpnnXqMY,2.0
826261,28p7_dUOx8g,2.0
826261,zU4sh_hfFeE,2.0
826356,n8i9jy-2_2k,2.0
826356,A1PP3YSnim4,2.0
826356,nTohXMT1Kec,2.0
826356,qR539V9x9kg,2.0
826280,x7UxDvqpksA,2.0
826508,jc3_-KsvzlM,2.0
826529,ZI7yunBbHGI,2.0
826534,RCJsbsRWYlI,2.0
826534,-8CaABe9ttM,2.0
826534,46mCHS_QbRo,2.0
826648,VlD8j4WPB-s,2.0
826648,nXgxxzvwE3Y,2.0
826648,EZ7U4qGOG84,2.0
826648,WSf0nV1QIoA,2.0
826648,OU4w3m-Zkec,2.0
826648,s2a6mAlvJq4,2.0
826648,k06xM5M9F5M,2.0
826648,V7kRU5XJbVY,2.0
826648,TdY282SkTXs,2.0
826540,hq4-k2xExGM,2.0
826540,sS6LyvEbmBo,2.0
826540,xz2SqEBDGeM,2.0
826632,AzMimnWC4rA,2.0
826635,g-yTrD4fzsw,2.0
826654,lkRR5WWH5xU,2.0
826654,kgDip8Fmfy8,2.0
826654,m5JRB3yN9cY,2.0
826654,cfGg5PQUzb8,2.0
826656,D3sgu-18kFY,2.0
826656,fAiEFpZpbKw,2.0
826656,n8i9jy-2_2k,2.0
826696,m5JRB3yN9cY,2.0
826696,foMg3e4u_r0,2.0
826696,ogclxFsnx6w,2.0
826696,zQjvGFV8cBk,2.0
826696,Aq2QsF95u10,2.0
826645,XMTGnSi1xE4,2.0
826713,6xtBVPm21GE,2.0
826747,X_fuGD8Xg_I,2.0
826747,6xtBVPm21GE,2.0
826780,g-yTrD4fzsw,2.0
826780,_8hVpBr4m7w,2.0
826813,13-6tYnYJ8A,2.0
826840,D5rB25LvFjw,2.0
826840,rCuELm8gGLc,2.0
826840,1Su0BRikALE,2.0
826898,is3gtQy_ksY,2.0
826898,fAiEFpZpbKw,2.0
826898,AZD4ZqYVVpk,2.0
826958,ZFIcEX8XBDU,2.0
826958,oWOSlVYrHGY,2.0
826958,SGarjXH1b5I,2.0
826958,opH5LDAIxfA,2.0
826958,ZSBkxkOBQCU,2.0
826958,Hnpiz6kF7KA,2.0
826958,RCUZjKHkUH8,2.0
826886,AuBfT3rG4hI,2.0
826987,hyIeuMu1pzo,2.0
826969,jsChlX4fjVM,2.0
827017,axe1OhJ2X7I,2.0
827026,0_IQ0y3OqT8,2.0
827042,nJT--MlnCBk,2.0
827075,a6XcWpCq50g,2.0
827075,Ic10b7YFppk,2.0
827098,-0I9tM4Y_QQ,2.0
827136,j7sC5RTTRSQ,2.0
827165,v_Qb_-Q5m5s,2.0
827192,gNJcutE6Mcg,2.0
827233,pgVUgRFMliw,2.0
827259,kfOnqfAhQVc,2.0
827259,MgRD0UTlSFE,2.0
827259,THnzmYx-X38,2.0
827259,apI4qPuib_s,2.0
827259,JEevdo3QRPQ,2.0
827259,kgDip8Fmfy8,2.0
827237,iSVhSHP7IbE,2.0
827244,xbuJ8XS-qz0,2.0
827261,AZD4ZqYVVpk,2.0
827280,MHofC8VyGbE,2.0
827285,65o3BkuKuME,2.0
827473,G_SZTNHrYNY,2.0
827473,bAJgY56m0IU,2.0
827473,s2lJMNc1wh0,2.0
827535,Ic10b7YFppk,2.0
827535,RAvc3Xbkm3I,2.0
827535,kYxHgMYvBSI,2.0
827642,hWagtNbYcZ4,2.0
827642,b0VZJyABlUs,2.0
827786,pIPt0MwijDM,2.0
827786,sIFTRg277eU,2.0
827842,P9gAlN2gx7Y,2.0
827842,P9Mzjqa3fbs,2.0
827842,Jr_KCm58Q68,2.0
827863,6xtBVPm21GE,2.0
827863,lEfcWxKyW0E,2.0
827934,wK6UE5wozSY,2.0
827956,hIcYtr9Zomg,2.0
827956,urvSYcr8abs,2.0
827970,Nk_iuay2ANA,2.0
827970,cfGg5PQUzb8,2.0
827970,jAtealL3FAg,2.0
827970,sQmKmvk8V9k,2.0
828020,-eZBhZi51Rs,2.0
828058,HfGExuah9KU,2.0
828109,4sOdYMjDM8I,2.0
828132,-0I9tM4Y_QQ,2.0
828160,L5Tn-zL0xa8,2.0
828160,vezEfLiUkdM,2.0
828160,amcQJ9kfuSQ,2.0
828160,sS6LyvEbmBo,2.0
828160,KPK-gRrhOrE,2.0
828200,JrbT1d2HMfw,2.0
828224,ygB65ZCiyx4,2.0
828330,2JU15dRn98M,2.0
828330,lpwpREumDwQ,2.0
828330,5IfLSEyHzrE,2.0
828330,Ic10b7YFppk,2.0
828315,DaggqYh24sc,2.0
828368,2JU15dRn98M,2.0
828382,VdTSv6u6iP0,2.0
828382,xwJ-xv78i3o,2.0
828401,Ic10b7YFppk,2.0
828401,-eZBhZi51Rs,2.0
828404,UmG_ICXsrPY,2.0
828421,afeSBjY7nIM,2.0
828421,OINjcyHdxaI,2.0
828453,SH5tMc4-9s0,2.0
828453,HpV1kLrPiDg,2.0
828461,wD6Mu2P8mfs,2.0
828461,D3sgu-18kFY,2.0
828471,p8N_Eaf-1tg,2.0
828474,-n16ZBLcmeA,2.0
828475,5oXc2ZQBxJs,2.0
828502,YuxBxhxQpXE,2.0
828502,G_ImWPbN8UY,2.0
828529,-0I9tM4Y_QQ,2.0
828540,Sm6_N4uaw-k,2.0
828540,iFbbIO4UGEQ,2.0
828609,WZRIMEguGSk,2.0
828660,Exf41DoM5R4,2.0
828704,ZFIcEX8XBDU,2.0
828704,vM649MjjUXo,2.0
828704,FOjSapwjrGA,2.0
828704,THnzmYx-X38,2.0
828704,S7lW4WrUChI,2.0
828717,gbiPzgJXpR8,2.0
828717,foMg3e4u_r0,2.0
828717,uYWwJBm825k,2.0
828717,sIFTRg277eU,2.0
828717,z3Z0gYt6YXo,2.0
828727,NpK5U96TguU,2.0
828749,NpK5U96TguU,2.0
828749,CK7npq74Fgc,2.0
828749,xEIkS_IVOU4,2.0
828749,T7pCCLoN4fw,2.0
828749,Og_qK6FOv6c,2.0
828789,GLUpI1dOSJw,2.0
828789,r1jnOQJ-tP8,2.0
828790,Bt-mZucuikc,2.0
828790,lD2GBTjp0Ds,2.0
828790,2UBwXNTFDE8,2.0
828806,zPjoyuhF5Jk,2.0
828818,wNG7fyupCxE,2.0
828818,UxnXba4ji9s,2.0
828818,MgRD0UTlSFE,2.0
828818,Iq8pAtqg9tg,2.0
828817,P9Mzjqa3fbs,2.0
828817,ZFIcEX8XBDU,2.0
828837,YqZpPcEXqws,2.0
828890,0_IQ0y3OqT8,2.0
828890,V-x-Uea3TEY,2.0
828836,65o3BkuKuME,2.0
828914,i2hpToTIz14,2.0
828940,TdAsAz7xNKw,2.0
828940,V5TmHa_o08U,2.0
828940,PBt8tPs0HQk,2.0
828963,Ic10b7YFppk,2.0
829154,-357CLN3a6I,2.0
829183,-0I9tM4Y_QQ,2.0
829315,HpScgDCRaJ4,2.0
829320,b9Dup4CIF9E,2.0
829333,8ygNlZzo7L0,2.0
829389,M56Oy3wROXk,2.0
829392,7geOuKvcVIM,2.0
829392,NpK5U96TguU,2.0
829392,yB3dPt5acD8,2.0
829392,GLUpI1dOSJw,2.0
829392,maR36c__jgs,2.0
829448,x6COmbLZrZo,2.0
829448,mE8Psa4l3V0,2.0
829499,GQEmS7upf5c,2.0
829499,7lVA8n0kZE8,2.0
829516,Ks_lh8PdcQ4,2.0
829516,N0RV_R8UJkc,2.0
829516,eBDIiNLX678,2.0
829541,T-O57P0Ha_U,2.0
829509,hIcYtr9Zomg,2.0
829601,tscdjf8PFw8,2.0
829637,RAvc3Xbkm3I,2.0
829637,4UkqF6UdA1E,2.0
829879,vaTxGwvQCWo,2.0
829879,XMTGnSi1xE4,2.0
829634,Gl_j09f1bCo,2.0
829883,a1a_oo_-Zwo,2.0
829908,xbuJ8XS-qz0,2.0
829932,1Su0BRikALE,2.0
829932,8ZAfEIoFbjs,2.0
829942,NoQsdE-PiyA,2.0
829987,-0I9tM4Y_QQ,2.0
829992,De1c-sQlBbc,2.0
829995,WDetsNiJo_4,2.0
830029,axe1OhJ2X7I,2.0
830029,JzLF6j3jR_0,2.0
830029,nexMEJapadE,2.0
830029,HpV1kLrPiDg,2.0
830043,Owxhub5PFpk,2.0
830043,Y7VY1w5p8T0,2.0
830043,Ic10b7YFppk,2.0
830129,cXNyYwFlIuA,2.0
830129,5H8wRDpOQzk,2.0
830129,7UGEw0CmgfA,2.0
830129,a6XcWpCq50g,2.0
829986,EvKGL9l-xek,2.0
830136,EuC1ACD4w7w,2.0
830148,cfGg5PQUzb8,2.0
830148,5URyxcWfMgQ,2.0
830148,5bqWcO3uPzE,2.0
830192,AZD4ZqYVVpk,2.0
830192,DFFAiOMm-is,2.0
830192,TqEcwbwhTT4,2.0
830190,axe1OhJ2X7I,2.0
830208,YaO-5V3-bmA,2.0
830208,9lSY9yT4nts,2.0
830208,U3SwJsbRmNo,2.0
830208,F07oek8XETY,2.0
830223,_31ecOqC5rg,2.0
830235,yqvG2KLNVu0,2.0
830235,kCyWKrxekUo,2.0
830304,88gAqMPxQEs,2.0
830304,JzLF6j3jR_0,2.0
830304,x1eZl1xoNng,2.0
830304,iFMGVcUzayg,2.0
830304,De1c-sQlBbc,2.0
830304,AuBfT3rG4hI,2.0
830304,1T1pVZvzjG8,2.0
830304,cfGg5PQUzb8,2.0
830267,U7qUfBowVPE,2.0
830267,-UuiGd6dli0,2.0
830318,G7FHJRn94VI,2.0
830322,L5Tn-zL0xa8,2.0
830322,jGxATJz11PI,2.0
830322,4k_wT9O3qYc,2.0
830322,Xi8qKIxhn7k,2.0
830324,dK0HIwb_SAo,2.0
830340,5sTm6DabZO4,2.0
830340,V5TmHa_o08U,2.0
830340,u6OvV0XYiOA,2.0
830340,C2SPENsthGk,2.0
830340,v4r4mgsuEr8,2.0
830343,1NZMZbZA6VQ,2.0
830344,bxnTNwF-ATo,2.0
830392,RCMvkZfeQa4,2.0
830394,f7fym7iSj1E,2.0
830394,6xtBVPm21GE,2.0
830394,5mJrL_1pBik,2.0
830394,vezEfLiUkdM,2.0
830404,sS6LyvEbmBo,2.0
830404,6xtBVPm21GE,2.0
830418,vWP6AlBx1QI,2.0
830418,PfEmRAveHN4,2.0
830418,4EBALvRkg4s,2.0
830418,vezEfLiUkdM,2.0
830418,Gbs1fgUGtMs,2.0
830418,Nk_iuay2ANA,2.0
830418,S7-yRjSLNsM,2.0
830414,RCMvkZfeQa4,2.0
830414,SjUasf2gjzA,2.0
830414,DGP2b4E6CIk,2.0
830361,A-kmWmuKnRE,2.0
830451,oikuJ-oymU4,2.0
830451,K-LN4YZQfQk,2.0
830451,D3sgu-18kFY,2.0
830451,NpK5U96TguU,2.0
830452,RAvc3Xbkm3I,2.0
830495,rWkthmDaMkA,2.0
830495,ezkuoXO_zBI,2.0
830495,9L37HlBJGHs,2.0
830495,AZD4ZqYVVpk,2.0
830495,p278xkJCC2A,2.0
830495,DSMe4TYijD8,2.0
830464,JL1IULHKBPg,2.0
830603,hWagtNbYcZ4,2.0
830603,P9gAlN2gx7Y,2.0
830603,7mPUj2l1dXM,2.0
830603,-0I9tM4Y_QQ,2.0
830603,msBA33SWQuA,2.0
830603,N2_n9tF9ZpA,2.0
830603,is3gtQy_ksY,2.0
830603,CGBCCEPT2cg,2.0
830603,0MDSpa4PxsU,2.0
830603,ZQ2ESd7VFhQ,2.0
830603,PdFxIjGkTd8,2.0
830603,0R-pSOZRwgM,2.0
830603,yTuPLuQr_2E,2.0
830603,XrRQt_I-jiA,2.0
830603,Rpa_72cb0_Q,2.0
830603,I0iguJ4zXmw,2.0
830603,DOk8XctGswM,2.0
830603,1uAe9Zn84QA,2.0
830715,JtNqacipfJw,2.0
830715,p537fHTnW8s,2.0
830715,GVqPAtwxiIo,2.0
830715,TUKxNYC3vaQ,2.0
830715,9j_Dfm0RlM4,2.0
830715,IADNLugD6nE,2.0
830566,YuxBxhxQpXE,2.0
830566,vQo-O4Skt8g,2.0
830680,Bt-mZucuikc,2.0
830692,L5Tn-zL0xa8,2.0
830692,YaO-5V3-bmA,2.0
830728,3jCRMMy-7Zo,2.0
830803,vaTxGwvQCWo,2.0
830807,auLes28po7E,2.0
830807,g-yTrD4fzsw,2.0
830951,g-yTrD4fzsw,2.0
830951,2aAdzmUn-IE,2.0
830951,qVMOF2JzXYA,2.0
830951,dMXsfPNzNFo,2.0
831328,GLUpI1dOSJw,2.0
831405,y657oAmaiIQ,2.0
832082,9V_DBZmBqro,2.0
832082,Og_qK6FOv6c,2.0
832082,CgdORO2x-ww,2.0
832859,PecJ4sxdPvg,2.0
832869,-0I9tM4Y_QQ,2.0
834794,-0I9tM4Y_QQ,2.0
834794,vWP6AlBx1QI,2.0
834794,AZD4ZqYVVpk,2.0
834794,5H8wRDpOQzk,2.0
834794,1jMVuRguu3o,2.0
834794,vsdioeulfus,2.0
838347,xze-EkWViJs,2.0
838347,t7ZBWy2YONM,2.0
838347,4G4RxEgu3PY,2.0
838347,JL1IULHKBPg,2.0
838696,ieBQUr425Dc,2.0
838696,0_IQ0y3OqT8,2.0
842431,Ul8mDYoR98k,2.0
843361,ScnCf6ijEoU,2.0
843813,P9gAlN2gx7Y,2.0
843813,AkjBEL1kocU,2.0
844422,-0I9tM4Y_QQ,2.0
844422,AZD4ZqYVVpk,2.0
844589,XMTGnSi1xE4,2.0
844589,VySqcXbtG0s,2.0
847639,HFWWD05tssc,2.0
851846,arQkWmozV4g,2.0
855886,ScnCf6ijEoU,2.0
859572,AZD4ZqYVVpk,2.0
859572,6uTVEHdoCr0,2.0
863536,X_yxXEaE0DI,2.0
863584,5URyxcWfMgQ,2.0
874061,IaADxvSxnaE,2.0
877450,-0I9tM4Y_QQ,2.0
872992,xwJ-xv78i3o,2.0
872992,qFgZJC9wFMg,2.0
